Name,Platform,Year_of_Release,Type_of_Game,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Knights of Honor,PC,2004,Strategy,Sunflowers,0,0.02,0,0.03,77,26,9.1,89,Black Sea Studios,Excelent
Empire Earth II,PC,2005,Strategy,Vivendi Games,0,0.03,0,0.03,79,39,7.1,89,Mad Doc Software,Below Average
Codename: Panzers Cold War,PC,2009,Strategy,Atari,0,0.02,0,0.03,67,28,5.8,8,Stormregion,Below Average
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0,0.02,0,0.03,59,12,5.3,210,id Software,Good
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0,0.02,0,0.03,87,52,8.2,275,Ironclad Games,Below Average
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,0.01,0.01,0,0.03,48,15,tbd,,Natsume,Excelent
World of Zoo,PC,2009,Simulation,THQ,0,0.02,0,0.03,,,8.4,11,Blue Fang Games,Average
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03,0,0,0.03,,,tbd,,Various,Below Average
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0,0.02,0,0.03,68,16,5.2,19,Nitro Games,Below Average
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0.03,88,31,8.4,124,Croteam,Excelent
Braid,PC,2009,Platform,Number None,0,0.02,0,0.03,90,11,8.6,819,"Number None Inc., Knockout Games",Excelent
Battle vs. Chess,X360,2011,Misc,TopWare Interactive,0,0.02,0,0.03,,,,,"Targem Games, TopWare Interactive",Below Average
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0,0,0.03,,,7.3,4,Cauldron Ltd.,Below Average
Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,0.02,0.01,0,0.03,47,11,tbd,,Hudson Soft,Average
Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0,0.02,0,0.03,73,32,7.4,57,Black Hole Games,Good
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.01,0.01,0,0.03,62,13,8.5,11,Micro Cabin,Below Average
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0,0.02,0,0.03,84,48,7.5,133,Digital Illusions,Below Average
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0,0,0.03,0.03,63,29,6.1,34,Electronic Arts,Below Average
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer,0.01,0.01,0,0.03,,,tbd,,Sandlot Games,Average
Super Monkey Ball Adventure,PS2,2006,Platform,Sega,0.01,0.01,0,0.03,53,32,6.7,10,TT Games,Average
MySims,PC,2008,Simulation,Electronic Arts,0,0.02,0,0.03,70,12,6.4,8,EA Redwood Shores,Average
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0,0.03,74,9,7.3,24,Maxis,Below Average
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0,0.02,0,0.03,,,7.8,6,Ensemble Studios,Below Average
World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,0.02,0.01,0,0.03,,,1.2,5,Direct Action Games,Good
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,0.02,0,0.03,80,48,6.8,326,EA DICE,Below Average
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,0.02,0,0.03,65,5,6.4,24,Games Farm,Below Average
Lost Planet 2,PC,2010,Shooter,Capcom,0,0.02,0,0.03,63,15,6.3,87,Capcom,Below Average
X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0,0.02,0,0.03,73,16,7.9,222,Egosoft,Below Average
Open Season,PS2,2006,Platform,Ubisoft,0.01,0.01,0,0.03,57,6,tbd,,Ubisoft,Excelent
Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari,0.02,0,0,0.03,,,tbd,,"Atari, Atari SA",Average
SWAT 4,PC,2005,Shooter,Vivendi Games,0,0.02,0,0.03,85,49,8.6,224,Irrational Games,Good
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0,0.02,0,0.03,74,31,8.4,46,Eidos Interactive,Below Average
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.02,0,0,0.02,67,8,tbd,,Dracue,Excelent
Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0,0.02,60,25,8,4,Mindware Studios,Below Average
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0,0.02,70,19,8,8,Capcom,Below Average
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,0.01,0,0.02,56,6,7.7,6,Artificial Mind and Movement,Average
Atari Flashback Classics: Volume 2,PS4,2016,Misc,Atari,0.02,0,0,0.02,,,tbd,,"Atari, Atari SA",Average
Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0,0.02,0,0.02,78,20,7.8,20,"Climax Group, Climax Studios",Average
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0,0.02,0,0.02,75,25,8.6,79,Petroglyph,Below Average
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,0.01,0,0.02,71,28,9.2,27,Deadline Games,Good
Worms,PS3,2009,Strategy,Sony Computer Entertainment,0,0.02,0,0.02,76,9,6.9,18,Team 17,Excelent
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0,0.02,66,19,7.7,44,Blue Byte,Excelent
Tropico Reloaded,PC,2009,Strategy,Kalypso Media,0,0.02,0,0.02,,,tbd,,Kalypso,Below Average
ParaWorld,PC,2006,Strategy,Deep Silver,0,0.02,0,0.02,71,29,8.3,23,SEK Ost,Below Average
Escape the Emerald Star,PC,2011,Puzzle,PopCap Games,0.02,0,0,0.02,,,tbd,,PopCap,Average
Demigod,PC,2009,Strategy,Atari,0,0.02,0,0.02,76,50,7.9,183,Gas Powered Games,Below Average
Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0,0.02,0,0.02,,,8.7,6,Paradox Development Studio,Excelent
Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0,0.02,0,0.02,45,11,6.8,45,FireFly Studios,Below Average
Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0,0.02,0,0.02,70,17,5.7,39,Monte Cristo Multimedia,Average
SimCity Societies,PC,2007,Simulation,Electronic Arts,0,0.02,0,0.02,63,27,4.3,95,Tilted Mill,Excelent
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0,0.02,0,0.02,78,20,7.3,185,Ubisoft Montreal,Good
Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0,0.02,0,0.02,78,11,8,58,Haemimont,Below Average
Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0,0.02,0,0.02,79,22,7.9,130,Gearbox Software,Good
Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0,0.02,0,0.02,90,7,8.6,37,Lead Pursuit,Below Average
Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0,0.02,0,0.02,,,tbd,,PopCap,Average
Frontlines: Fuel of War,PC,2008,Shooter,THQ,0,0.02,0,0.02,73,19,6.9,171,Kaos Studios,Below Average
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,0.02,0,0.02,68,24,6.7,42,Ubisoft Shanghai,Below Average
Commandos: Strike Force,XB,2006,Shooter,Eidos Interactive,0.02,0,0,0.02,62,27,tbd,,Pyro Studios,Below Average
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0,0.02,0,0.02,78,11,7.8,186,PopCap,Excelent
Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,0,0,0.02,0.02,40,17,7,5,Namco Bandai Games America,Below Average
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.01,0.01,0,0.02,,,7,5,Infinity Ward,Good
Unreal Anthology,PC,2006,Shooter,Midway Games,0,0.02,0,0.02,,,8.8,5,Various,Good
Left 4 Dead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0.02,89,58,9.2,3717,Valve Software,Good
Cities in Motion Collection,PC,2011,Simulation,Unknown,0,0.02,0,0.02,,,tbd,,Paradox Interactive,Average
Farm Frenzy,PC,2008,Strategy,Mumbo Jumbo,0.02,0,0,0.02,,,tbd,,Melesta,Average
Overlord,PC,2007,Strategy,Codemasters,0,0.02,0,0.02,81,27,8.1,220,Triumph Studios,Below Average
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0.02,84,36,7.5,366,EA LA,Below Average
Quake 4,PC,2005,Shooter,Activision,0,0.02,0,0.02,81,62,7.6,281,Raven Software,Good
Taito Legends 2,PS2,2006,Misc,Empire Interactive,0.01,0.01,0,0.02,67,11,tbd,,Empire Oxford,Below Average
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0,0,0.02,55,19,4.7,34,"Mediascape, CUBETYPE",Excelent
Order of War,PC,2009,Strategy,Square Enix,0,0.01,0,0.02,69,39,7.3,73,Wargaming.net,Below Average
Spider-Man 3,PC,2007,Platform,Activision,0.02,0,0,0.02,62,16,7.1,29,Beenox,Below Average
Chicago Enforcer,XB,2005,Shooter,Kemco,0.02,0,0,0.02,33,9,2.8,4,Touchdown Entertainment,Good
Stormrise,PC,2009,Strategy,Sega,0,0.02,0,0.02,42,15,4.9,22,Creative Assembly,Good
Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0,0.02,0,0.02,81,62,8.1,284,People Can Fly,Good
Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Platform,Natsume,0.01,0.01,0,0.02,57,8,7,7,Playstos Entertainment,Excelent
War Leaders: Clash of Nations,PC,2009,Strategy,CDV Software Entertainment,0,0.02,0,0.02,,,6.4,8,Enigma Software Productions,Below Average
RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0,0.02,0,0.02,43,7,2.4,31,Nvizzio Creations,Average
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.02,0,0,0.02,65,16,4.6,17,Ubisoft Romania,Below Average
The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,0.01,0.01,0,0.02,,,tbd,,Maxis,Below Average
Pump It Up: Exceed,XB,2005,Misc,Mastiff,0.01,0,0,0.02,74,9,7.5,4,Andamiro U.S.A. Corp.,Below Average
Malice,PS2,2004,Platform,Evolved Games,0.01,0.01,0,0.02,51,11,tbd,,Argonaut Games,Below Average
Littlest Pet Shop,PC,2008,Simulation,Electronic Arts,0,0.02,0,0.02,,,tbd,,Full Fat,Average
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star,0.01,0,0,0.02,57,6,tbd,,High Voltage Software,Excelent
Crysis: Warhead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0.02,84,56,7.9,516,Crytek,Good
The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,0,0.01,0,0.02,,,4.1,10,Maxis,Below Average
Elven Legacy,PC,2009,Strategy,Paradox Interactive,0.02,0,0,0.02,71,27,7.1,38,1C:Ino-Co,Below Average
uDraw Studio: Instant Artist,X360,2011,Misc,THQ,0.01,0.01,0,0.02,54,5,5.7,6,THQ,Average
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.02,0,0,0.02,79,15,7.2,63,Aspyr,Below Average
Urban Chaos: Riot Response,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0.02,72,34,8.6,9,Rocksteady Studios,Good
Starship Troopers,PC,2005,Shooter,Empire Interactive,0,0.02,0,0.02,46,18,6.1,29,Strangelite,Good
Heroes of the Pacific,PC,2005,Simulation,Codemasters,0,0.02,0,0.02,76,18,6.7,19,IR Gurus,Below Average
Tycoon City: New York,PC,2006,Strategy,Atari,0,0.02,0,0.02,67,30,8.3,4,Deep Red,Below Average
WorldShift,PC,2009,Strategy,Playlogic Game Factory,0.02,0,0,0.02,63,9,8.1,8,Black Sea Studios,Below Average
Legendary,PC,2008,Shooter,Atari,0,0.01,0,0.02,50,23,6.6,104,Spark Unlimited,Good
James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,0,0,0.02,63,17,7.1,72,Bizarre Creations,Below Average
Worms,X360,2007,Strategy,Microsoft Game Studios,0,0.02,0,0.02,75,25,6.9,28,Team 17,Excelent
Castle Shikigami 2,PS2,2004,Shooter,Play It,0.01,0.01,0,0.02,67,4,7.4,8,Alfa System,Average
Bejeweled Blitz,PC,2010,Puzzle,Mastertronic,0,0.01,0,0.02,,,tbd,,PopCap,Average
Peggle Nights,PC,2008,Puzzle,PopCap Games,0,0.01,0,0.02,76,15,8.1,24,PopCap,Average
Rogue Trooper,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0.02,71,37,8.5,11,Rebellion,Below Average
Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,0.02,0,0,0.02,39,11,3.1,61,Atomic Motion,Below Average
East India Company,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0.02,67,28,5.7,49,Nitro Games,Below Average
Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory,0.01,0.01,0,0.02,,,tbd,,Neko Entertainment,Average
Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,0,0.01,0,0.02,72,6,5.6,16,Kalypso,Good
Rocksmith 2014 Edition Remastered,PS4,2016,Misc,Ubisoft,0.01,0,0,0.02,,,7.8,5,Ubisoft,Below Average
Unreal Tournament 2004,PC,2004,Shooter,Atari,0,0.01,0,0.02,93,48,8.9,537,Epic Games,Good
Army Men: Major Malfunction,XB,2006,Shooter,Global Star,0.01,0,0,0.02,36,6,4,5,Team 17,Below Average
The Haunted: Hell's Reach,PC,2011,Shooter,Visco,0.02,0,0,0.02,51,8,7.6,47,ValuSoft,Good
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0.02,56,36,5.4,105,Akella,Below Average
Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,0,0.01,0,0.02,57,19,7.2,44,FireFly Studios,Below Average
Gears of War,PC,2007,Shooter,Microsoft Game Studios,0,0.01,0,0.02,87,36,7.8,567,Epic Games,Good
Wall-E,PC,2008,Platform,THQ,0,0.01,0,0.02,58,6,6.8,17,Heavy Iron Studios,Average
Majesty 2: The Fantasy Kingdom Sim,PC,2009,Simulation,Paradox Interactive,0.01,0,0,0.02,72,31,7.3,129,"1C, Ino-Co, 1C Company",Below Average
Star Trek: Legacy,PC,2006,Simulation,Ubisoft,0,0.01,0,0.02,56,25,4,35,Mad Doc Software,Excelent
The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0,0.01,0,0.02,,,5.3,12,Maxis,Below Average
Sniper Elite,PC,2005,Shooter,MC2 Entertainment,0,0.01,0,0.02,76,13,8,142,Rebellion,Good
Majesty 2 Collection,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0.02,,,8.3,10,Ino-Co,Below Average
Enemy Territory: Quake Wars,PC,2007,Shooter,Activision,0.01,0,0,0.02,84,55,8.3,231,Splash Damage,Below Average
Kao the Kangaroo Round 2,PS2,2005,Platform,JoWood Productions,0.01,0.01,0,0.02,58,12,8.7,7,Tate Interactive,Average
Evil Genius,PC,2004,Strategy,Vivendi Games,0,0.01,0,0.02,75,51,8.3,106,Elixir Studios,Below Average
Imperium Romanum,PC,2008,Strategy,Kalypso Media,0,0.01,0,0.02,63,19,7.5,24,Haemimont,Excelent
Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0.01,62,24,7.7,169,Compulsion Games,Below Average
Sengoku,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0.01,70,13,6.8,86,Paradox Development Studio,Below Average
Ship Simulator 2008,PC,2007,Simulation,Lighthouse Interactive,0,0.01,0,0.01,62,9,6.6,8,VSTEP,Average
Rise of Flight: Iron Cross Edition,PC,2010,Simulation,Aerosoft,0.01,0,0,0.01,,,7.9,11,777 Studios,Excelent
WinBack 2: Project Poseidon,PS2,2006,Shooter,Tecmo Koei,0.01,0.01,0,0.01,48,21,tbd,,Cavia Inc.,Below Average
Super Stardust Ultra VR,PS4,2016,Shooter,Sony Computer Entertainment,0,0.01,0,0.01,66,13,6.2,13,Sony Interactive Entertainment,Excelent
Codename: Panzers Phase Two,PC,2005,Strategy,CDV Software Entertainment,0,0.01,0,0.01,80,36,8.1,15,Stormregion,Below Average
Call of Juarez,PC,2006,Shooter,Ubisoft,0,0.01,0,0.01,72,25,7.8,223,Techland,Good
Rayman Raving Rabbids,PC,2006,Misc,Ubisoft,0,0.01,0,0.01,58,6,7.6,31,Ubisoft Bulgaria,Average
Konami Classics Vol. 2,X360,2009,Misc,Konami Digital Entertainment,0.01,0,0,0.01,,,tbd,,Konami,Excelent
Serious Sam II,PC,2005,Shooter,Take-Two Interactive,0,0.01,0,0.01,74,31,7,152,Croteam,Good
Theatre Of War,PC,2007,Strategy,Kalypso Media,0,0.01,0,0.01,66,13,6.2,21,"Battlefront.com, 1C, 1C Company",Below Average
Malice,XB,2004,Platform,Evolved Games,0.01,0,0,0.01,48,16,tbd,,Argonaut Games,Below Average
Dark Parables: The Exiled Prince,PC,2011,Puzzle,Unknown,0,0.01,0,0.01,,,tbd,,Blue Tea Games,Excelent
Metal Slug Anthology,PS2,2007,Shooter,Ignition Entertainment,0,0,0.01,0.01,80,20,8.1,16,Terminal Reality,Below Average
BattleForge,PC,2009,Strategy,Electronic Arts,0,0.01,0,0.01,75,37,7,112,EA Phenomic,Below Average
Caladrius,X360,2013,Shooter,Moss,0,0,0.01,0.01,,,tbd,,Moss,Below Average
Mystery Legends: Beauty and the Beast,PC,2012,Puzzle,Focus Multimedia,0,0.01,0,0.01,,,,,Activision,Excelent
Rail Simulator,PC,2007,Simulation,Electronic Arts,0,0.01,0,0.01,72,13,6.9,24,Kuju Entertainment,Average
Banjo-Kazooie,X360,2008,Platform,Microsoft Game Studios,0,0.01,0,0.01,77,17,8.2,70,4J Studios,Average
Resistance Dual Pack,PS3,2011,Shooter,Sony Computer Entertainment,0,0.01,0,0.01,,,tbd,,Insomniac Games,Good
Jewel Quest II,PC,2007,Puzzle,Avanquest,0,0.01,0,0.01,,,tbd,,iWin,Average
F.E.A.R. Perseus Mandate,PC,2007,Shooter,Vivendi Games,0.01,0,0,0.01,61,27,7.3,106,TimeGate Studios,Good
TimeShift,PC,2007,Shooter,Vivendi Games,0.01,0,0,0.01,71,30,7.6,124,Saber Interactive,Good
The Chronicles of Riddick: Assault on Dark Athena,PC,2009,Shooter,Vivendi Games,0,0.01,0,0.01,80,26,8,136,Starbreeze,Good
Conflict: Denied Ops,PC,2008,Shooter,Eidos Interactive,0,0.01,0,0.01,58,18,4.8,54,Pivotal Games,Good
Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0,0.01,0,0.01,76,20,7.3,46,Eidos Interactive,Below Average
Greg Hastings' Tournament Paintball Max'd,PS2,2006,Shooter,Activision,0.01,0,0,0.01,70,8,9.2,32,Activision Value,Excelent
Ultimate Board Game Collection,PS2,2006,Misc,Xplosiv,0.01,0,0,0.01,37,6,tbd,,Jack of All Games,Average
Poker for Dummies,PC,2008,Misc,Electronic Arts,0,0.01,0,0.01,,,tbd,,Electronic Arts,Below Average
Tropico 3: Gold Edition,PC,2010,Strategy,Kalypso Media,0,0.01,0,0.01,,,tbd,,Haemimont,Below Average
Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0,0.01,0,0.01,63,25,7.5,218,"Mercury Steam, Alchemic Productions",Good
Deal or No Deal,PC,2006,Misc,Focus Home Interactive,0,0.01,0,0.01,,,7.5,8,Global Star Software,Average
Hospital Tycoon,PC,2007,Strategy,Codemasters,0,0.01,0,0.01,51,8,3.8,29,Big Red Software,Excelent
Bookworm Deluxe,PC,2006,Puzzle,PopCap Games,0.01,0,0,0.01,,,8,6,PopCap,Average
End of Nations,PC,2012,Strategy,Trion Worlds,0.01,0,0,0.01,,,,,Petroglyph,Below Average
Breach,PC,2011,Shooter,Destineer,0.01,0,0,0.01,61,12,5.8,43,Atomic Games,Below Average
STORM: Frontline Nation,PC,2011,Strategy,Unknown,0,0.01,0,0.01,60,12,7.2,13,SimBin,Excelent
